P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Current;Impedence;Pieces_quoted;Prepared;Description;Manuf;Manuf Code;Supplier;Supplier Code
1;193;;1,00;J7;54722-0207;CO;54722-0207;0.5A;;;;PCB connector, Slimstack, 20 contacts, 2 rows, male, p.0.5 mm, Straight, b to b, nolock, nokey, SMD;Molex;54722-0207;RS COMPONENTS S.P.A.;468-1423;Molex;54722-0204;FARNELL ITALIA S.R.L.;1567657;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Ranges;Tolerance;Pieces_quoted;Prepared;Description;Manuf;Manuf Code;Supplier;Supplier Code
2;10137.1;X;1,00;PCB;;PCB;FTC_con;;;;MM;FTC_con_001 , IIT - Printed Circuit Board, Fingertip Connector miniboard;IIT;10137;EUROCIRCUITS bvba;FTC_con;
