P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Inductance;Current;Tolerance;SRF;RMS;Prepared;;Description;Manuf;Manuf Code;Supplier;Supplier Code
47;10358;;2,00;L2 L1;4p8X4p8;L;15uH;750mA;30%;13MHz;;;;Inductance, 15uH, 750mA, 30%, SMD, 4.8X4.8x2.8mm;Bourns;SRR4028-150Y;DIGI-KEY CORPORATION;SRR4028-150YCT-ND;Bourns;SRR4028-150Y;MOUSER ELECTRONICS;652-SRR4028-150Y;Wurth Elektronic;744043150;FARNELL ITALIA S.R.L.;1890605;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Memory_dimension;Pieces_quoted;Prepared;;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
48;4125;;1,00;U2;TSSOP8;ME;AT24CM01-XHD-B;1Mbit;;;;;;EEPROM memory, 1Mbit, 1Mhz, 2.5/5.5V, SMD, TSSOP8;Atmel;AT24C1024B-TH25-B;DIGI-KEY CORPORATION;AT24C1024B-TH25-B-ND;Atmel;AT24C1024B-TH25-B;MOUSER ELECTRONICS;556-A24C1024BTH25-B;Atmel;AT24CM01-XHD-B;MOUSER ELECTRONICS;556-AT24CM01-XHD-B;Atmel;AT24CM01-XHD-B;DIGI-KEY CORPORATION;AT24CM01-XHD-TCT-ND;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Ranges;Tolerance;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
49;5111;;1,00;U1;UFBGA10X10-201;MI;STM32F407IGH6;32bit;;;;;;Microcontroller ARM Cortex-M4, 32Bits, 168MHz, 1024kB FLASH, 192kB SRAM, 1.8/3.6V, SMD, UFBGA10X10-201;St microelectronics;STM32F407IGH6;MOUSER ELECTRONICS;511-STM32F407IGH6;St microelectronics;STM32F407IGH6;RS COMPONENTS S.P.A.;746-8210;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Ranges;Tolerance;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
50;10700.0;;1,00;;;PCB;MC2-PLUS_01;;;0;M.M;;;MC2-PLUS - Printed circuit board, controller and power driver for 2 DC motors with Cortex-M4;IIT;10700;SELESTA INGEGNERIA S.P.A.;MC2_PLUS Pannello 4 Figure;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Load capacitance;Stability;Frequency;Pieces_quoted;Prepared;;Description;Manuf;Manuf Code;Supplier;Supplier Code
51;1226;;1,00;Y1;S2;Q;S23305-50.000-X;-;50ppm;50MHz;;;;Oscillator, 50MHz, 3.3V, 50ppm, SMD, 2.5x2mm;Aker;S23305-50.000-X;RS COMPONENTS S.P.A.;671-9808;Kyocera;KC2520B50.0000C10E00;MOUSER ELECTRONICS;581-KC2520B50.0C10;
52;6135;;1,00;Y2;ST2012SB;Q;ST2012SB32768C0HPWBB;7pF;20ppm;32.768KHz;;;;Quartz, 32.768KHz, 20ppm, SMD, 2x1.2mm;Kyocera;ST2012SB32768C0HPWBB;MOUSER ELECTRONICS;581-ST2012SB32C0HPWB;Micro Crystal;CM8V-32.768-TA-020-7;RS COMPONENTS S.P.A.;729-3246;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Resistance;Power;Tolerance;Stability;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
53;1080;;2,00;R69 R65;0402;R;0R;0.063W;1%;200ppm;;;;Resistor Thick film, 0R, 0.063W, 1%, SMD, 0402;Yageo;RC0402JR-070RL;FARNELL ITALIA S.R.L.;9232516;Yageo;RC0402JR-070RL;DIGI-KEY CORPORATION;311-0.0JRDKR-ND;
54;1081;;8,00;R83 R82 R81 R80 R76 R75 R74 R73;0402;R;49R9;0.063W;1%;200ppm;;;;Resistor Thick film, 49R9, 0.063W, 1%, SMD, 0402;Multicomp;MC 0.0625W 0402 1% 49R9;FARNELL ITALIA S.R.L.;1802906RL;
55;1084;;4,00;R106 R105 R104 R103;0402;R;75R;0.063W;1%;100ppm;;;;Resistor Thick film, 75R, 0.063W, 1%, SMD, 0402;Vishay;CRCW040275R0FKED;FARNELL ITALIA S.R.L.;1469734RL;
56;1085;;2,00;R107 R27;0402;R;100R;0.063W;1%;100ppm;;;;Resistor Thick film, 100R, 0.063W, 1%, SMD, 0402;Vishay;CRCW0402100RFKED;FARNELL ITALIA S.R.L.;1469672RL;
57;1086;;1,00;R62;0402;R;120R;0.063W;1%;100ppm;;;;Resistor Thick film, 120R, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-07120RL;FARNELL ITALIA S.R.L.;9239120;Yageo;RC0402FR-07120RL;DIGI-KEY CORPORATION;311-120LRDKR-ND;
58;1087;;8,00;R91 R77 R61 R57 R51 R17 R15 R11;0402;R;220R;0.063W;1%;100ppm;;;;Resistor Thick film, 220R, 0.063W, 1%, SMD, 0402;Multicomp;MC 0.0625W 0402 1% 220R;FARNELL ITALIA S.R.L.;1358024RL;
59;1100;;8,00;R102 R60 R39 R35 R30 R29 R25 R24;0402;R;1K;0.063W;1%;250ppm;;;;Resistor Thick film, 1K, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-071KL;FARNELL ITALIA S.R.L.;9239235;Vishay;CRCW04021K00FKED;FARNELL ITALIA S.R.L.;1469662RL;
60;1104;;2,00;R34 R19;0402;R;1K8;0.063W;1%;200ppm;;;;Resistor Thick film, 1K8, 0.063W, 1%, SMD, 0402;Panasonic;ERJ2RKF1801X;FARNELL ITALIA S.R.L.;1748232;
61;1105;;6,00;R86 R85 R68 R66 R64 R63;0402;R;2K2;0.063W;1%;250ppm;;;;Resistor Thick film, 2K2, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-072K2L;FARNELL ITALIA S.R.L.;9239278RL;
62;1106;;1,00;R101;0402;R;3K01;0.063W;1%;100ppm;;;;Resistor Thick film, 3K01, 0.063W, 1%, SMD, 0402;Vishay;CRCW04023K01FKED;FARNELL ITALIA S.R.L.;1151124;
63;1107;;18,00;R59 R47 R46 R37 R32 R28 R26 R22 R20 R18 R16 R14 R13 R12 R10 R9 R8 R7;0402;R;4K7;0.063W;1%;100ppm;;;;Resistor Thick film, 4K7, 0.063W, 1%, SMD, 0402;Vishay;CRCW04024K70FKED;FARNELL ITALIA S.R.L.;1469712RL;
64;1109;;12,00;R100 R99 R97 R89 R88 R72 R71 R70 R67 R43 R40 R6;0402;R;10K;0.063W;1%;250ppm;;;;Resistor Thick film, 10K, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-0710KL;FARNELL ITALIA S.R.L.;9239359RL;
65;1112;;3,00;R45 R44 R1;0402;R;22K;0.063W;1%;250ppm;;;;Resistor Thick film, 22K, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-0722KL;FARNELL ITALIA S.R.L.;9239391RL;
66;1113;;4,00;R49 R48 R5 R2;0402;R;33K;0.063W;1%;250ppm;;;;Resistor Thick film, 33K, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-0733KL;FARNELL ITALIA S.R.L.;9239413RL;
67;1581;;2,00;R36 R21;0402;R;3K3;0.063W;1%;250ppm;;;;Resistor Thick film, 3K3, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-073K3L;FARNELL ITALIA S.R.L.;9239294;
68;1704;;1,00;R55;0402;R;12K;0.063W;1%;200ppm;;;;Resistor Thick film, 12K, 0.063W, 1%, SMD, 0402;Vishay;CRCW040212K0FKED;DIGI-KEY CORPORATION;541-12.0KLDKR-ND;Vishay;CRCW040212K0FKED;FARNELL ITALIA S.R.L.;2140866RL;
69;3174;;2,00;R4 R3;0402;R;330K;0.063W;1%;100ppm;;;;Resistor Thick film, 330K, 0.063W, 1%, SMD, 0402;Multicomp;MC 0.0625W 0402 1% 330K;FARNELL ITALIA S.R.L.;1358109RL;
70;4001;;4,00;R54 R50 R42 R38;0402;R;100K;0.063W;1%;250ppm;;;;Resistor Thick film, 100K, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-07100KL;FARNELL ITALIA S.R.L.;9239472RL;
71;5453;;2,00;R31 R23;1206-KELVING;R;50mR;0.5W;0.5%;50ppm;;;;Resistor Thick film, 50mR, 0.5W, 0.5%, SMD, 1206 KELVIN;Ohmite;LVK12R050DER;FARNELL ITALIA S.R.L.;1462296RL;Vishay;WSK1206R0500FEA18;DIGI-KEY Germany;541-2753-1-ND;
72;10359;;1,00;R53;0402;R;44K2;0.125W;0.1%;10ppm;;;;Resistor Thick film, 44K2, 0.125W, 1%, SMD, 0402;Vishay;CRCW040244K2FKED;FARNELL ITALIA S.R.L.;2140906;
73;10361;;2,00;R56 R52;0402;R;110K;0.063W;1%;250ppm;;;;Resistor Thick film, 110K, 0.063W, 1%, SMD, 0402;Vishay;CRCW0402110KFKED;FARNELL ITALIA S.R.L.;1469674;
74;10366;;1,00;R58;0402;R;25K5;0.063W;1%;10ppm;;;;Resistor Thick film, 25K5, 0.063W, 1%, SMD, 0402;Vishay;CRCW040225K5FKED;FARNELL ITALIA S.R.L.;1652778;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Supply_voltage;Pieces_quoted;Prepared;;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
75;10355;;2,00;U7 U6;HTSSOP16;RG;LM46002QPWP;3.5V/60V;;;;;;Voltage regulator, switching, Vin 3.5/60V, Vout 0toVIn , 2A, SMD, HTSSOP16,;Texas Instruments;LM46002QPWP;FARNELL ITALIA S.R.L.;2425778;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Supply_voltage;Ranges;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
76;10624;;1,00;U9;LGA5X4-28;SE;BNO055;2.4/3.6V;;;;;;Nine axis IMU (accelerometer, gyroscope, compass), integrated cortex M0, 13.7mA, 2.4/3.6V, SMD, LGA5X4-28;Bosch;BNO055;MOUSER ELECTRONICS;262-BNO055;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Ranges;Tolerance;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
77;5110;;1,00;TR1;H1270NL;TS;H1270NL;2/200MHz;;;M.M;;;Transformer LAN, 10/100 base-tx dual port, 2/200MHz, p.1.27mm, SMD;Pulse;H1270NL;MOUSER ELECTRONICS;673-H1270NL;Pulse;H1270FNL;MOUSER ELECTRONICS;673-H1270FNL;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Current;Impedence;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
78;4870;X;1,00;JP1;JP0402, JP0603, JP0805, JP1210;CO;PCB jumper;;;;;;;Solderable PCB jumper, two pads, normally open;
79;4875;X;6,00;N6 N5 N4 N3 N2 N1;NODEK;CO;;;;;;;;PCB equipotential node, 3 terminal;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;;;;;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
80;4268;X;4,00;H4 H3 H2 H1;MH25;FAST;M2.5 Metallized hole;;;;;;;PCB hole, metallized, for M2.5 thread;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Tolerance;Current;Voltage;Pieces_quoted;Prepared;;Description;Manuf;Manuf Code;Supplier;Supplier Code
