P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Supply_voltage;Tolerance;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
1;6802;;2,00;U5 U3;MSOP8;AO;LT-1999-10;5V;;;;;;Current Sense Amplifier, -5/80V supply voltage, bidirectional, MSOP8, SMD;Linear Technology;LT1999IMS8-10#PBF;DIGI-KEY CORPORATION;LT1999IMS8-10#PBF-ND;Linear Technology;LT1999IMS8-10#PBF;FARNELL ITALIA S.R.L.;2009058;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Capacitance;Voltage;Tolerance;Dielectric;ESR;Rated RMS current;Temp;Description;Manuf;Manuf Code;Supplier;Supplier Code
2;479;;9,00;C90 C85 C83 C78 C74 C49 C23 C8 C7;0603;C;10uF;6.3V;20%;X5R;;;;Multilayer Ceramic Capacitor, 10uF, 6.3V, 20%, X5R, SMD, 0603;Avx;06036D106MAT2A;DIGI-KEY CORPORATION;478-5318-1-ND;Avx;06036D106MAT2A;FARNELL ITALIA S.R.L.;1833804;Avx;06036D106MAT2A;MOUSER ELECTRONICS;581-06036D106MAT2A;TDK;C1608X5R0J106MT;RS COMPONENTS S.P.A.;741-4434;
3;1035;;39,00;C92 C91 C89 C88 C87 C86 C84 C82 C81 C80 C79 C77 C73 C72 C71 C66 C45 C41 C29 C27 C24 C22 C21 C20 C19 C18 C17 C16 C15 C14 C13 C12 C11 C10 C9 C4 C3 C2 C1;0402;C;100nF;16V;10%;X7R;;;;Multilayer Ceramic Capacitor, 100nF, 16V, 10%, X7R, SMD, 0402;Yageo;C0402KRX7R7BB104;FARNELL ITALIA S.R.L.;9402047;Yageo;C0402KRX7R7BB104;RS COMPONENTS S.P.A.;616-9701;Kemet;C0402C104K4RAC-TU;FARNELL ITALIA S.R.L.;1650809;Kemet;C0402C104K4RAC-TU;MOUSER ELECTRONICS;80-C0402C104K4R;
4;1041;;2,00;C57 C50;0603;C;470nF;16V;10%;X7R;;;;Multilayer Ceramic Capacitor, 470nF, 16V, 10%, X7R, SMD, 0603;Kemet;C0603C474K4RACTU;FARNELL ITALIA S.R.L.;1414644;Kemet;C0603C474K4RACTU;FARNELL ITALIA S.R.L.;1414644RL;Kemet;C0603C474K4RACTU;MOUSER ELECTRONICS;80-C0603C474K4R;Murata;GRM188R71C474KA88D;RS COMPONENTS S.P.A.;723-5626;
5;1074;;2,00;C58 C51;0402;C;12pF;50V;5%;C0G;;;;Multilayer Ceramic Capacitor, 12pF, 50V, 5%, C0G, SMD, 0402;Kemet;C0402C120J5GACTU;FARNELL ITALIA S.R.L.;1414576RL;Kemet;C0402C120J5GACTU;MOUSER ELECTRONICS;80-C0402C120J5G;
6;1077;;2,00;C76 C75;1206;C;1nF;2kV;10%;X7R;;;;Multilayer Ceramic Capacitor, 1nF, 2kV, 10%, X7R, SMD, 1206;Avx;1206GC102KAT2A;FARNELL ITALIA S.R.L.;1216467;Avx;1206GC102KAT2A;RS COMPONENTS S.P.A.;391-309;Avx;1206GC102KAT2A;MOUSER ELECTRONICS;581-1206GC102K;
7;1078;;2,00;C60 C53;1210;C;1uF;100V;10%;X7R;;;;Multilayer Ceramic Capacitor, 1uF, 100V, 10%, X7R, SMD, 1210;Avx;12101C105KAT2A;FARNELL ITALIA S.R.L.;1301814;Avx;12101C105KAT2A;RS COMPONENTS S.P.A.;698-3740;Avx;12101C105KAT2A;MOUSER ELECTRONICS;581-12101C105KAT2A;
8;1079;;1,00;C54;1210;C;100uF;6.3V;20%;X5R;;;;Multilayer Ceramic Capacitor, 100uF, 6.3V, 10%, X5R, SMD, 1210;Kemet;C1210C107M9PAC7800;FARNELL ITALIA S.R.L.;1108328;Kemet;C1210C107M9PAC7800;RS COMPONENTS S.P.A.;691-1243;Kemet;C1210C107M9PAC7800;MOUSER ELECTRONICS;80-C1210C107M9P;
9;1271;;2,00;C37 C25;0402;C;10pF;50V;5%;X7R;;;;Multilayer Ceramic Capacitor, 10pF, 50V, 5%, X7R, SMD, 0402;Kemet;04025A100DAT2A;FARNELL ITALIA S.R.L.;1327626;Kemet;04025A100DAT2A;RS COMPONENTS S.P.A.;698-3065;Kemet;04025A100DAT2A;MOUSER ELECTRONICS;581-04025A100DAT2A;
10;1348;;2,00;C46 C43;0402;C;10nF;25V;10%;X7R;;;;Multilayer Ceramic Capacitor, 10nF, 25V, 10%, X7R, SMD, 0402;Kemet;C0402C103K3RAC7867;RS COMPONENTS S.P.A.;147-049;Kemet;C0402C103K3RAC7867;FARNELL ITALIA S.R.L.;1650806RL;Kemet;C0402C103K3RAC7867;MOUSER ELECTRONICS;80-C0402C103K3R;
11;1485;;3,00;C64 C34 C33;7343;C;47uF;35V;10%;Tantalum;200mR;;125C;Tantalum Capacitor, 47uF, 35V, 10%, SMD, 7343, h.4.1mm;Avx;TPSE476K035R0200;RS COMPONENTS S.P.A.;548-0170;Avx;TPSE476K035R0200;FARNELL ITALIA S.R.L.;1135125;Avx;TPSE476K035R0200;MOUSER ELECTRONICS;581-TPSE476K035R0200;
12;1681;;1,00;C65;0402;C;100nF;25V;10%;Y5V;;;;Multilayer Ceramic Capacitor, 100nF, 25V, 10%, Y5V, SMD, 0402;Murata;GRM155F51E104ZA01D;DIGI-KEY CORPORATION;490-3271-6-ND;Murata;GRM155F51E104ZA01D;MOUSER ELECTRONICS;81-GRM155F51E104ZA01;Murata;GRM155F51E104ZA01D;RS COMPONENTS S.P.A.;723-5174;TDK;C1005Y5V1E104Z;FARNELL ITALIA S.R.L.;1907264;
13;1682;;10,00;C48 C47 C44 C42 C40 C39 C38 C30 C28 C26;0402;C;100pF;50V;10%;C0G;;;;Multilayer Ceramic Capacitor, 100pF, 50V, 10%, C0G, SMD, 0402;Murata;GRM1555C1H101JZ01D;DIGI-KEY CORPORATION;490-3458-6-ND;Murata;GRM1555C1H101JZ01D;MOUSER ELECTRONICS;81-GRM1555C1H101JZ1D;Murata;GRM1555C1H101JZ01D;FARNELL ITALIA S.R.L.;8819572;
14;4036;;2,00;C6 C5;0805;C;2.2uF;6.3V;10%;X5R;;;;Multilayer Ceramic Capacitor, 2.2uF, 6.3V, 10%, X5R, SMD, 0805;Multicomp;MCCA000533;FARNELL ITALIA S.R.L.;1759411RL;
15;5107;;1,00;C31;0805;C;220nF;100V;10%;X7R;;;;Multilayer Ceramic Capacitor, 220nF,100V, 10%, X7R, SMD, 0805;Kemet;C0805X224K3RACTU;FARNELL ITALIA S.R.L.;1793829RL;Kemet;C0805X224K3RACTU;MOUSER ELECTRONICS;80-C0805C224K1R;Taiyo Yuden;HMK212B7224KG-T;RS COMPONENTS S.P.A.;758-0143;
16;5108;;1,00;C32;0603;C;10nF;100V;10%;X7R;;;;Multilayer Ceramic Capacitor, 10nF, 100V, 10%, X7R, SMD, 0603;AVX;06031C103K4Z2A;FARNELL ITALIA S.R.L.;1301715;AVX;06031C103K4Z2A;FARNELL ITALIA S.R.L.;1301715;AVX;06031C103K4Z2A;MOUSER ELECTRONICS;581-06031C103K4Z2A;AVX;06031C103K4Z2A;FARNELL ITALIA S.R.L.;1301715;
17;5109;;2,00;C36 C35;0603;C;100nF;100V;10%;X7R;;;;Multilayer Ceramic Capacitor, 100nF, 100V, 10%, X7R, SMD, 0603;Murata;GRM188R72A104KA35D;FARNELL ITALIA S.R.L.;1828921RL;Murata;GRM188R72A104KA35D;MOUSER ELECTRONICS;81-GRM188R72A104KA35;
18;5112;;2,00;C59 C52;1210;C;10uF;50V;10%;X7R;;;;Multilayer Ceramic Capacitor, 10uF, 50V, 10%, X7R, SMD, 1210;AVX;12105C106KAT2A;FARNELL ITALIA S.R.L.;2094047;AVX;12105C106KAT2A;FARNELL ITALIA S.R.L.;2094047;
19;6136;;2,00;C68 C67;0402;C;6.8pF;50V;5%;C0G;;;;Multilayer Ceramic Capacitor, 6.8pF, 50V, 5%, C0G, SMD, 0402;AVX;04025A6R8CAT2A;FARNELL ITALIA S.R.L.;1327643;AVX;04025A6R8CAT2A;RS COMPONENTS S.P.A.;698-3125;
20;6154;;1,00;C62;CAPPOL1210;C;33uF;16V;10%;Tantalum;0.35ohm;;125C;Tantalum Capacitor, 33uF, 16V, 10%, SMD, 1210;AVX;TPSB336K016R0350;FARNELL ITALIA S.R.L.;1658966;
21;6251;;2,00;CC2 CC1;0508;C;100pF;50V;10%;C0G;;;;Capacitor Array 4x100pF, 50V, 10%, C0G, SMD, 0508;AVX;W2A45A101K4T2A;FARNELL ITALIA S.R.L.;1779477;AVX;W2A45A101K4T2A;RS COMPONENTS S.P.A.;697-3187;Phycomp;CA0508KRNPO9BN101;RS COMPONENTS S.P.A.;697-3187;
22;7059;;2,00;C61 C55;0603;C;2.2uF;16V;10%;X5R;;;;Multilayer Ceramic Capacitor, 2.2uF, 16V, 10%, X5R, SMD, 0603;Kemet;C0603C225K4PACTU;FARNELL ITALIA S.R.L.;1288203;
23;7217;;2,00;C63 C56;0603;C;4.7uF;25V;10%;X5R;;;;Multilayer Ceramic Capacitor, 4.7uF, 25V, 10%, X5R, SMD, 0603;Murata;GRM188R61E475KE11D;FARNELL ITALIA S.R.L.;2426959;
24;10689;;1,00;C69;0402;C;6.8nF;50V;5%;X7R;;;;Multilayer Ceramic Capacitor, 6.8nF, 50V, 5%, X7R, SMD, 0402;Kemet;C0402C682K5RACTU;FARNELL ITALIA S.R.L.;1414597;
25;10690;;1,00;C70;0603;C;120nF;50V;10%;X7R;;;;Multilayer Ceramic Capacitor, 120nF, 50V, 10%, X7R, SMD, 0603;Kemet;C0603C124K5RACTU;FARNELL ITALIA S.R.L.;1793828;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Current;Impedence;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
26;630;;2,00;J5 J4;53261-0571;CO;53261-0571;1A;;;;;;PCB connector, Picoblade, 5 contacts, 1 row, male, 1.25mm,  90°, w to b, nolock, key, SMD;Molex;53261-0571;FARNELL ITALIA S.R.L.;1125360;Molex;53261-0571;RS COMPONENTS S.P.A.;542-7270;
27;631;;2,00;J3 J2;53261-0771;CO;53261-0771;1A;;;;;;PCB connector, Picoblade, 7 contacts, 1 row, male, 1.25mm,  90°, w to b, nolock, key, SMD;Molex;53261-0771;FARNELL ITALIA S.R.L.;1125361;
28;709;;2,00;P3 P2;53261-0871;CO;53261-0871;1A;;;;;;PCB connector, Picoblade, 8 contacts, 1 row, male, p.1.25mm, 90°, w to b, nolock, key, SMD;Molex;53261-0871;RS COMPONENTS S.P.A.;542-7157;
29;1124;;1,00;J1;53261-0671;CO;53261-0671;1A;;;;;;PCB connector, Picoblade, 6 contacts, 1 row, male, p.1.25mm,  90°, w to b, nolock, key, SMD;Molex;53261-0671;FARNELL ITALIA S.R.L.;1125375;
30;1126;;1,00;P1;501591-3011;CO;501591-3011;1A;;;;;;PCB connector, Slimstack 30 contacts, 2 rows, male, p.0.4mm, Straight, b to b, lock, nokey, SMD;Molex;501591-3011;DIGI-KEY Germany;WM24042-ND;Molex;501591-3011;DIGI-KEY Germany;501591-3011-ND;
31;5452;;1,00;P4;MOLEX87438-0543;CO;87438-0543;3A;;;M.M;;;HEADER, PICO-SPOX, 5 contacts, Right Angle;Molex;87438-0543;FARNELL ITALIA S.R.L.;1711330;
32;10365;;7,00;TP7 TP6 TP5 TP4 TP3 TP2 TP1;TP-0805;CO;S2751-46R;;;;;;;Test point, SMD,  0805;Harwin;S2751-46R;MOUSER ELECTRONICS;855-S2751-46R;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Current;Pieces_quoted;Prepared;;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
33;1031;;1,00;D2;DO214AC;DI;10MQ100N;2.1A;;;;;;Diode schottky, Vrrm: 100V, If: 2.1A, Ifms: 120A, SMD, DO214AC;International rectifier;10MQ100N;FARNELL ITALIA S.R.L.;8656916;
34;1292;;1,00;D1;SOT23;DI;BAV99;200mA;;;;;;Diode signal, Vrrm: 85V, If: 200mA, Pd: 330mW, SMD, SOT23;Infineon;BAV99;RS COMPONENTS S.P.A.;544-4859;
35;5325;;1,00;D3;SOD882D;DI;BAS16LD;215mA;;;;;;Diode high speed switching, Vrrm: 100V, If: 215mA, Ifms: 4A, SMD, SOD882D;NXP;BAS16LD;MOUSER ELECTRONICS;771-BAS16LD315;NXP;BAS16LD;FARNELL ITALIA S.R.L.;1859907;NXP;BAS16LD;DIGI-KEY Germany;568-5294-1-ND;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Intensity;Led_color;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
36;1653;;2,00;DL6 DL4;LED0603;DL;SML-511DWT86R;40mcd;Orange;;;;;Led diode, orange, 2V, 20mA, 40mcd, SMD, 0603;Rohm;SML-511DWT86R;FARNELL ITALIA S.R.L.;1685072;
37;1654;;4,00;DL8 DL7 DL3 DL1;LED0603;DL;SML-512MWT86R;40mcd;Green;;;;;Led diode, green, 2V, 20mA, 40mcd, SMD, 0603;Rohm;SML-512MWT86R;FARNELL ITALIA S.R.L.;1685076;
38;1656;;1,00;DL2;LED0603;DL;OVS-0606;350mcd;Yellow;;;;;Led diode, yellow, 2.5V, 30mA, 350mcd, SMD, 0603;Avago technologies;OVS-0606;FARNELL ITALIA S.R.L.;1716772;Multicomp;MCL-S290YC;FARNELL ITALIA S.R.L.;1581246;
39;4230;;1,00;DL5;LED0603;DL;HSMR-C190;55mcd;Blue;;;;;Led diode, blue, 3.3V, 20mA, 55mcd, SMD, 0603;Avago technologies;HSMR-C190;DIGI-KEY CORPORATION;516-2502-1-ND;Avago technologies;HSMR-C190;FARNELL ITALIA S.R.L.;1652108;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Supply_voltage;Tolerance;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
40;241;;1,00;U8;SOT23-8;DR;MAX3051;3.3V;;;;;;CAN Transceiver, 3.3V, SMD, SOT23-8;Maxim;MAX3051EKA;DIGI-KEY CORPORATION;MAX3051EKA+T-ND;Maxim;MAX3051EKA;RS COMPONENTS S.P.A.;732-8992;Maxim;MAX3051EKA;MOUSER ELECTRONICS;700-MAX3051EKAT;
41;1004;;1,00;U10;LFBGA100, KSZ8893MBL;DR;KSZ8893MBL;3.3V;;;;;;Ethernet switch, 10/100 Mb/s, 3 ports, 3.3V, SMD, LFBGA100;Micrel;KSZ8893MBL;DIGI-KEY CORPORATION;576-3090-ND;
42;5106;;1,00;U4;VFQFPN7X7-48;DR;L6206Q;52V;;;MM;;;DMOS Full Bridge PWM Motor Driver 52V, 2.8A, SMD, QFN48;St microelectronics;L6206Q;MOUSER ELECTRONICS;511-L6206Q;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Tolerance;Current;Voltage;Pieces_quoted;Prepared;;Description;Manuf;Manuf Code;Supplier;Supplier Code
43;545;;1,00;FL7;WE-SL1;FI;330uH@100KHz;+/-40%;300mA;80Vdc;;;;Common mode line filter, 330uH, 300mA, 80Vdc, SMD, 6.5x3.6mm;Wurth Elektronik;744212331;RS COMPONENTS S.P.A.;500-3199;
44;1118;;9,00;FL14 FL13 FL12 FL10 FL8 FL6 FL3 FL2 FL1;0402;FI;600R @100MHz;+/-25%;300mA;-;;;;Ferrite bead, 300mA, 600R @100MHz, SMD, 0402;Murata;BLM15AG601SN1D;FARNELL ITALIA S.R.L.;1515762;
45;1119;;2,00;FL11 FL9;BLA2ABD601SN4;FI;600R @100MHz;+/-25%;100mA;-;;;;OBSOLETE - Ferrite beads array, 100mA, 600R @100MHz, SMD, 0804 (4x0402);Murata;BLA2ABD601SN4D;FARNELL ITALIA S.R.L.;1515796;Murata;BLA2ABD601SN4D;MOUSER ELECTRONICS;81-BLA2ABD601SN4D;
46;5454;;1,00;FL5;0805;FI;375R @100MHz;+/-25%;2A;-;;;;Ferrite bead, 2A, 350R @100MHz, SMD, 0805;Wurth Elektronic;742792037;FARNELL ITALIA S.R.L.;1800368RL;Wurth Elektronic;742792037;MOUSER ELECTRONICS;710-742792037;
