P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Current;Impedence;Pieces_quoted;Prepared;Description;Manuf;Manuf Code;Supplier;Supplier Code
1;193;;1,00;J7;54722-0207;CO;54722-0204;0.5A;;;;PCB connector, Slimstack, 20 contacts, 2 rows, male, p.0.5 mm, Straight, b to b, nolock, nokey, SMD;Molex;54722-0207;RS COMPONENTS S.P.A.;468-1423;Molex;54722-0204;FARNELL ITALIA S.R.L.;1567657;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Ranges;Tolerance;Pieces_quoted;Prepared;Description;Manuf;Manuf Code;Supplier;Supplier Code
2;402.1;;1,00;;;PCB;MAIS_FC;;;0;L.R.;MAIS_FC (finger connector for fingertips), IIT - Printed circuit board, Connector board for Icub v.1.2 hands;IIT;402;EES S.P.A.;MAIS_FC_1;
